ID_Transacao,Data,Valor,ID_Cliente,Anomalia,Ano,Mes,Dia,Hora,prediction
35852,2024-09-21T15:43:28.870Z,193.9373577290295,6319,false,2024,9,21,15,0
74666,2023-08-04T00:42:25.964Z,401.9204752688564,7294,false,2023,8,4,0,1
62068,2023-04-14T09:38:54.470Z,248.86734513503407,7175,false,2023,4,14,9,1
43712,2023-04-10T06:49:19.723Z,23.442190291640244,4078,false,2023,4,10,6,1
16842,2024-03-31T22:47:44.425Z,23.963069372875175,2637,false,2024,3,31,22,0
28212,2023-08-26T10:43:11.469Z,192.55878209311757,6947,false,2023,8,26,10,1
67057,2023-06-18T07:35:42.233Z,54.18339377271673,3179,false,2023,6,18,7,1
54885,2024-11-19T11:09:17.790Z,452.2555829848523,9311,false,2024,11,19,11,0
36261,2024-01-25T06:13:45.772Z,483.75219133345706,4476,false,2024,1,25,6,0
36989,2024-03-16T07:24:57.122Z,45.55371509611964,2340,false,2024,3,16,7,0
75145,2023-10-04T15:48:10.425Z,202.73815213473543,2708,false,2023,10,4,15,1
68996,2023-10-30T15:42:32.696Z,311.49695631390006,1009,false,2023,10,30,15,1
65943,2023-03-22T16:44:45.395Z,60.24905265026994,2472,false,2023,3,22,16,1
32996,2023-12-14T17:28:08.216Z,411.0666911937268,8699,false,2023,12,14,17,1
20804,2023-01-08T06:15:47.453Z,327.1466738097265,6108,false,2023,1,8,6,1
96496,2024-05-29T03:58:47.063Z,146.62074290944759,3392,false,2024,5,29,3,0
53161,2023-12-23T17:25:35.973Z,302.91482222271077,1116,false,2023,12,23,17,1
33763,2023-06-22T18:40:17.865Z,214.4166884383829,3604,false,2023,6,22,18,1
94172,2024-03-18T08:52:45.248Z,330.5223229284672,2727,false,2024,3,18,8,0
70887,2024-03-08T03:21:00.949Z,483.944127036992,3549,false,2024,3,8,3,0
59165,2023-10-08T09:55:31.373Z,117.66086066148483,1806,false,2023,10,8,9,1
89978,2023-11-06T14:21:54.172Z,178.83088739164492,9161,false,2023,11,6,14,1
29792,2023-03-27T03:32:11.349Z,147.96904711592003,1269,false,2023,3,27,3,1
73607,2023-11-07T01:21:29.292Z,16.43843677837108,4753,false,2023,11,7,1,1
12440,2024-04-10T04:16:35.252Z,370.1602527291504,8593,false,2024,4,10,4,0
30544,2023-01-12T22:32:19.404Z,404.9394733145652,4879,false,2023,1,12,22,1
69583,2023-09-01T02:17:27.726Z,319.42616025931494,8546,false,2023,9,1,2,1
32677,2023-07-06T13:08:21.011Z,345.0125553896078,2187,false,2023,7,6,13,1
44523,2024-10-24T04:47:15.215Z,407.45921792483097,1510,false,2024,10,24,4,0
48417,2023-03-06T11:35:58.618Z,496.8562176736355,3580,false,2023,3,6,11,1
40368,2023-10-18T07:26:54.614Z,168.82023749680926,8172,false,2023,10,18,7,1
27802,2023-09-24T17:03:33.919Z,90.42950696109233,8380,false,2023,9,24,17,1
31634,2023-03-04T09:02:46.167Z,131.1002055173635,2369,false,2023,3,4,9,1
98204,2023-07-01T08:29:46.064Z,262.67490283968016,5290,false,2023,7,1,8,1
29405,2023-05-14T23:49:54.953Z,226.6955443315785,7459,false,2023,5,14,23,1
61997,2023-08-25T11:35:38.855Z,238.4868497636532,8205,false,2023,8,25,11,1
29000,2024-03-20T02:02:51.817Z,455.2410227393213,5030,false,2024,3,20,2,0
60135,2024-05-07T07:55:34.582Z,214.47204016116967,5579,false,2024,5,7,7,0
72994,2023-08-20T13:15:25.425Z,39.70634757282277,5997,false,2023,8,20,13,1
51540,2023-04-26T20:26:26.946Z,17.941448422416865,2770,false,2023,4,26,20,1
84911,2024-09-14T15:54:21.136Z,345.28617711753634,6100,false,2024,9,14,15,0
40505,2024-02-23T17:11:03.847Z,450.00024883087764,5788,false,2024,2,23,17,0
72478,2023-12-03T10:42:18.678Z,404.97232633770005,4204,false,2023,12,3,10,1
58236,2024-09-26T09:24:16.107Z,191.3268642057258,1084,false,2024,9,26,9,0
15992,2023-03-11T19:42:00.676Z,103.48251245323516,1299,false,2023,3,11,19,1
64409,2023-09-27T05:18:06.521Z,198.17067141210688,7762,false,2023,9,27,5,1
66855,2024-06-08T06:54:56.454Z,453.3277482203906,7968,false,2024,6,8,6,0
50535,2024-12-21T00:26:19.679Z,206.40990359884813,5310,false,2024,12,21,0,0
26111,2023-10-23T00:50:32.891Z,452.4045075859506,3534,false,2023,10,23,0,1
16638,2024-06-21T05:31:25.967Z,106.33831887614161,6621,false,2024,6,21,5,0
37207,2023-12-29T18:44:09.223Z,212.32202670812032,6866,false,2023,12,29,18,1
98144,2024-06-11T10:22:33.441Z,491.1309979685075,9628,false,2024,6,11,10,0
94196,2023-02-21T23:36:37.688Z,235.911825191113,1915,false,2023,2,21,23,1
58366,2023-05-18T04:02:48.176Z,87.43191364416728,6723,false,2023,5,18,4,1
64172,2024-09-08T19:34:50.372Z,290.11250241900194,2687,false,2024,9,8,19,0
74414,2024-03-27T18:27:53.431Z,213.19693098180508,7166,false,2024,3,27,18,0
88685,2023-07-01T02:42:16.911Z,59121.31324677411,1647,true,2023,7,1,2,2
46188,2024-07-05T21:46:28.451Z,358.11097533003937,4877,false,2024,7,5,21,0
33372,2024-12-07T08:03:11.467Z,428.00021176822963,2291,false,2024,12,7,8,0
88094,2024-04-13T19:26:24.159Z,195.79959106664825,3421,false,2024,4,13,19,0
49998,2024-10-10T23:01:18.895Z,134.59186854405996,1687,false,2024,10,10,23,0
63103,2023-05-02T02:28:10.047Z,316.8231018925411,6225,false,2023,5,2,2,1
35435,2023-04-30T16:13:50.056Z,56.241386167071845,6116,false,2023,4,30,16,1
12826,2024-09-04T13:38:45.418Z,378.4769357664787,4716,false,2024,9,4,13,0
99773,2023-04-16T19:08:52.825Z,59.160783405064045,5650,false,2023,4,16,19,1
41028,2024-08-24T01:23:36.537Z,52.11851141796899,8545,false,2024,8,24,1,0
90377,2023-12-11T20:18:27.828Z,188.25984504094293,6126,false,2023,12,11,20,1
60883,2024-09-01T11:57:18.977Z,358.889466428836,3893,false,2024,9,1,11,0
89154,2024-12-08T04:24:40.721Z,491.1642937700185,3364,false,2024,12,8,4,0
88169,2024-02-13T12:07:10.503Z,121.75729450504645,7265,false,2024,2,13,12,0
24487,2024-08-22T20:55:47.534Z,444.6143548665822,2180,false,2024,8,22,20,0
66799,2023-12-22T23:30:30.791Z,100.9033847839199,6848,false,2023,12,22,23,1
98698,2023-07-03T08:45:44.563Z,87582.41824681562,8696,true,2023,7,3,8,2
64018,2024-05-23T09:46:52.936Z,32.81198866693247,3228,false,2024,5,23,9,0
42477,2023-09-10T08:37:51.211Z,19.04336312228306,3134,false,2023,9,10,8,1
57026,2024-10-17T23:33:32.618Z,158.51526805484815,8708,false,2024,10,17,23,0
15037,2023-05-21T06:23:04.281Z,293.5628932757721,9560,false,2023,5,21,6,1
15819,2023-03-13T22:29:57.748Z,172.25527935183513,2224,false,2023,3,13,22,1
60459,2023-02-22T20:14:37.903Z,239.73261296607987,3745,false,2023,2,22,20,1
57741,2024-01-13T19:19:51.638Z,215.18047626325895,2285,false,2024,1,13,19,0
72776,2024-12-12T09:33:37.770Z,493.9416125530397,5113,false,2024,12,12,9,0
33284,2024-05-07T12:59:07.143Z,33.31998419160513,3602,false,2024,5,7,12,0
29023,2023-02-01T14:40:12.750Z,280.99499965978896,1303,false,2023,2,1,14,1
17820,2023-07-01T23:41:09.031Z,89.49366850362877,5763,false,2023,7,1,23,1
73321,2023-10-19T19:30:07.842Z,326.856086109556,2294,false,2023,10,19,19,1
38913,2023-06-14T09:09:18.988Z,306.6789824887869,9466,false,2023,6,14,9,1
15448,2024-07-31T13:53:34.299Z,106.04175626922866,9874,false,2024,7,31,13,0
11266,2023-03-26T10:20:18.014Z,16.335932787570968,3818,false,2023,3,26,10,1
23017,2023-09-03T04:33:38.549Z,222.06927305932024,1325,false,2023,9,3,4,1
45597,2023-10-31T20:54:42.544Z,405.08746131165907,8113,false,2023,10,31,20,1
84171,2023-05-08T07:12:41.019Z,398.0898784444675,6247,false,2023,5,8,7,1
11748,2024-07-31T13:07:21.930Z,443.6430403316298,2822,false,2024,7,31,13,0
32083,2024-10-22T21:12:04.128Z,415.2806147232436,1068,false,2024,10,22,21,0
58572,2024-12-13T14:27:01.505Z,14.6794654037874,7415,false,2024,12,13,14,0
94068,2023-11-18T01:53:09.528Z,98.85140584562282,2838,false,2023,11,18,1,1
87837,2024-11-30T18:54:17.993Z,349.698525833968,3768,false,2024,11,30,18,0
86153,2023-03-31T06:03:52.323Z,170.3558872761062,2926,false,2023,3,31,6,1
33221,2023-05-27T22:55:33.066Z,162.48789389759878,3776,false,2023,5,27,22,1
53604,2024-10-07T06:21:38.081Z,219.91349244068826,3449,false,2024,10,7,6,0
13956,2024-06-18T00:04:30.087Z,166.54845737971516,8750,false,2024,6,18,0,0
26967,2023-07-30T08:15:31.008Z,313.76831314289467,8391,false,2023,7,30,8,1
51005,2024-05-11T17:01:29.743Z,225.39869555506723,8415,false,2024,5,11,17,0
23802,2024-04-23T00:58:11.543Z,300.17299610619943,4129,false,2024,4,23,0,0
59758,2023-09-23T21:37:14.845Z,183.04553647668303,1965,false,2023,9,23,21,1
49598,2023-11-21T07:35:17.476Z,290.9323823119013,7422,false,2023,11,21,7,1
10512,2023-02-22T20:13:40.836Z,114.42948630130815,1812,false,2023,2,22,20,1
75059,2023-11-11T18:21:52.863Z,192.35005801740257,9626,false,2023,11,11,18,1
85417,2024-07-03T12:58:50.327Z,310.2967064243213,5753,false,2024,7,3,12,0
56059,2024-02-09T16:49:07.219Z,136.97656426139747,4956,false,2024,2,9,16,0
31983,2024-12-18T08:39:42.580Z,407.28735649668283,6039,false,2024,12,18,8,0
71215,2023-03-18T23:34:56.415Z,72.00468797868311,2726,false,2023,3,18,23,1
41328,2023-06-21T01:22:49.306Z,388.3532852456656,1337,false,2023,6,21,1,1
53727,2024-01-25T01:31:01.651Z,69.28272126118506,6787,false,2024,1,25,1,0
35876,2024-06-02T13:40:54.225Z,226.10750693694797,9219,false,2024,6,2,13,0
59691,2023-12-08T16:03:52.055Z,112.16154308498412,7059,false,2023,12,8,16,1
73442,2024-05-10T14:15:54.231Z,265.8879725507537,7438,false,2024,5,10,14,0
99331,2023-07-29T01:47:27.312Z,287.3492031372084,6515,false,2023,7,29,1,1
57787,2023-04-05T00:06:15.521Z,145.33229079840208,1006,false,2023,4,5,0,1
69709,2023-12-23T11:24:20.602Z,414.69946678042703,5165,false,2023,12,23,11,1
98825,2024-03-25T22:31:13.438Z,423.16419864467974,8183,false,2024,3,25,22,0
24627,2023-09-21T20:43:01.012Z,83.85955714401328,5740,false,2023,9,21,20,1
36526,2024-09-01T06:21:53.061Z,147.03753138923483,9268,false,2024,9,1,6,0
69119,2023-12-01T14:04:26.191Z,208.42693348139926,6173,false,2023,12,1,14,1
74864,2024-02-12T04:02:05.552Z,62.9698485789273,1757,false,2024,2,12,4,0
13767,2024-12-11T05:52:48.091Z,411.4120896844273,1642,false,2024,12,11,5,0
10430,2024-01-10T06:37:39.085Z,266.34844760078107,4094,false,2024,1,10,6,0
46972,2023-12-29T03:23:11.862Z,269.66621802888517,3223,false,2023,12,29,3,1
46205,2024-06-10T21:02:56.170Z,52.453743272660894,7906,false,2024,6,10,21,0
75845,2023-07-30T23:39:14.901Z,485.04994540638955,1631,false,2023,7,30,23,1
37077,2023-05-25T05:28:37.591Z,93.19028518742665,2988,false,2023,5,25,5,1
12597,2024-05-17T04:45:56.600Z,475.8691127047065,5512,false,2024,5,17,4,0
17816,2023-07-17T11:47:26.488Z,330.2859181013949,6214,false,2023,7,17,11,1
21128,2024-10-22T08:32:45.485Z,495.1302349305183,8724,false,2024,10,22,8,0
13690,2023-08-19T23:49:40.203Z,61.55810924789424,7402,false,2023,8,19,23,1
37731,2024-03-23T06:23:06.248Z,382.08255873342245,7152,false,2024,3,23,6,0
82614,2023-12-10T06:03:15.667Z,335.56992253000107,3422,false,2023,12,10,6,1
82237,2024-12-17T04:28:25.472Z,127.71780289227686,1174,false,2024,12,17,4,0
64706,2024-08-31T14:58:24.562Z,449.7853662660163,7595,false,2024,8,31,14,0
54641,2023-01-02T13:54:22.805Z,173.32028495106658,7259,false,2023,1,2,13,1
45351,2023-11-26T19:06:12.162Z,10.852300240652097,5867,false,2023,11,26,19,1
75222,2024-05-23T09:31:46.468Z,135.15264285160066,5043,false,2024,5,23,9,0
14762,2023-11-29T20:25:05.352Z,313.7280464503138,2269,false,2023,11,29,20,1
59098,2023-03-27T16:04:28.159Z,216.33932658192865,2179,false,2023,3,27,16,1
95192,2024-09-09T14:51:56.000Z,206.07934913745066,2348,false,2024,9,9,14,0
33123,2024-11-20T03:42:09.416Z,48.10853188005733,1948,false,2024,11,20,3,0
20740,2024-04-21T10:13:52.202Z,483.1696305310577,7249,false,2024,4,21,10,0
68768,2023-05-11T05:44:43.552Z,453.3463981738052,3006,false,2023,5,11,5,1
51510,2024-08-30T20:15:32.231Z,231.16599302394414,1090,false,2024,8,30,20,0
56457,2023-06-30T00:17:58.532Z,216.47768403839385,2100,false,2023,6,30,0,1
28047,2024-11-24T20:23:35.702Z,473.5071529235683,2651,false,2024,11,24,20,0
19690,2024-10-09T12:12:00.573Z,52.804905241237954,3784,false,2024,10,9,12,0
27884,2023-02-04T21:52:41.876Z,292.31288154353604,8963,false,2023,2,4,21,1
99152,2024-10-16T09:23:23.819Z,125.44552825233495,3839,false,2024,10,16,9,0
84039,2024-03-10T20:41:33.434Z,405.2767064874083,7087,false,2024,3,10,20,0
93920,2023-01-05T06:02:44.375Z,171.22445715494985,6709,false,2023,1,5,6,1
81039,2023-10-23T00:43:12.875Z,207.00678347380907,1080,false,2023,10,23,0,1
70678,2024-03-02T03:47:10.826Z,321.32023321059427,9320,false,2024,3,2,3,0
38407,2023-11-06T04:08:22.513Z,113.37724485714655,6417,false,2023,11,6,4,1
68393,2023-11-18T23:39:58.935Z,485.548729092704,6646,false,2023,11,18,23,1
67761,2023-03-11T00:36:32.532Z,24.695247066236405,3964,false,2023,3,11,0,1
38756,2024-04-08T01:57:37.187Z,109.43062268581001,5263,false,2024,4,8,1,0
20220,2024-12-02T20:10:28.056Z,179.0549689409503,3655,false,2024,12,2,20,0
41423,2023-09-02T11:15:35.246Z,118.64017946719748,5784,false,2023,9,2,11,1
46498,2024-12-26T00:36:06.211Z,168.35393107053827,3444,false,2024,12,26,0,0
32960,2023-01-10T13:08:17.584Z,211.45421659751753,7414,false,2023,1,10,13,1
53561,2024-10-30T13:35:52.294Z,291.7781197713437,9870,false,2024,10,30,13,0
39977,2024-10-17T03:44:58.748Z,439.82765027266896,5404,false,2024,10,17,3,0
30440,2024-11-11T05:45:01.857Z,440.85079746659693,6568,false,2024,11,11,5,0
14095,2024-08-10T12:43:07.922Z,396.9545414931197,4449,false,2024,8,10,12,0
28341,2024-11-11T08:54:07.686Z,64.3088630796602,3670,false,2024,11,11,8,0
76385,2023-01-18T22:26:54.555Z,472.6168758797932,6028,false,2023,1,18,22,1
33636,2023-03-15T22:42:50.874Z,455.59278142223036,2573,false,2023,3,15,22,1
31723,2024-08-04T01:33:00.590Z,498.4022660799013,2615,false,2024,8,4,1,0
67448,2023-01-03T04:25:00.536Z,316.1072180903231,9558,false,2023,1,3,4,1
17659,2023-12-02T16:55:02.541Z,232.830758646283,9187,false,2023,12,2,16,1
22926,2023-04-02T05:17:36.595Z,443.57528890953523,7486,false,2023,4,2,5,1
67847,2023-04-18T05:24:35.143Z,448.426319025715,8044,false,2023,4,18,5,1
81818,2024-11-12T18:08:16.559Z,391.94739911696075,6675,false,2024,11,12,18,0
68349,2024-09-10T11:38:13.188Z,78.18591156822573,4599,false,2024,9,10,11,0
79645,2023-06-05T09:07:21.681Z,424.122023819946,9148,false,2023,6,5,9,1
57849,2023-09-03T23:57:14.679Z,300.38818734126653,2854,false,2023,9,3,23,1
86642,2023-05-29T16:26:29.243Z,312.259365726368,4424,false,2023,5,29,16,1
54135,2023-07-13T04:02:36.383Z,96.88000674711336,3377,false,2023,7,13,4,1
67453,2024-12-07T22:44:44.544Z,437.9063536530999,2626,false,2024,12,7,22,0
98033,2023-02-25T17:12:00.884Z,172.0791745288604,6765,false,2023,2,25,17,1
13538,2024-04-24T06:02:38.886Z,298.6903839136433,8854,false,2024,4,24,6,0
48727,2023-12-02T13:33:30.776Z,464.6683204542405,5968,false,2023,12,2,13,1
39191,2024-08-20T16:14:24.367Z,459.803010088379,9815,false,2024,8,20,16,0
97007,2023-08-19T22:25:57.395Z,290.3362767094041,6010,false,2023,8,19,22,1
60494,2023-09-09T09:21:29.110Z,395.9288058243765,8112,false,2023,9,9,9,1
72246,2023-12-05T09:32:38.331Z,72.91911435582357,9393,false,2023,12,5,9,1
11596,2024-12-06T04:10:19.241Z,299.9048757838064,5422,false,2024,12,6,4,0
10787,2023-05-16T09:10:19.492Z,125.0844205251539,6667,false,2023,5,16,9,1
99489,2023-09-21T01:54:26.383Z,142.89694371609897,4201,false,2023,9,21,1,1
57049,2023-04-02T07:11:37.297Z,450.74865974871875,5890,false,2023,4,2,7,1
57239,2024-11-18T04:53:13.279Z,354.29865805826074,5960,false,2024,11,18,4,0
71624,2024-03-24T17:50:52.995Z,274.4080541157114,4344,false,2024,3,24,17,0
64101,2023-03-27T23:54:38.603Z,158.18866282320707,4555,false,2023,3,27,23,1
54331,2023-12-12T12:16:58.146Z,263.2339808116797,5284,false,2023,12,12,12,1
99951,2024-04-27T04:19:25.465Z,155.31558709290377,4268,false,2024,4,27,4,0
43252,2023-09-01T19:36:05.570Z,495.8029159039989,4955,false,2023,9,1,19,1
69367,2023-05-11T13:43:34.212Z,483.692055858457,1522,false,2023,5,11,13,1
31508,2024-06-26T23:47:38.850Z,443.14867648140046,9991,false,2024,6,26,23,0
21979,2023-04-01T09:04:53.797Z,337.3243260381681,9866,false,2023,4,1,9,1
80554,2024-03-20T15:36:35.702Z,351.63751164231763,5478,false,2024,3,20,15,0
42984,2024-04-07T03:00:31.505Z,16.18450546101487,9991,false,2024,4,7,3,0
69299,2023-11-10T06:44:32.356Z,382.1373170320828,4582,false,2023,11,10,6,1
20794,2023-01-26T20:05:19.361Z,231.46553153557417,8634,false,2023,1,26,20,1
32547,2024-02-11T03:37:44.167Z,309.05684798292356,1493,false,2024,2,11,3,0
31617,2023-07-08T06:24:06.707Z,56.89916335927203,5397,false,2023,7,8,6,1
70670,2024-04-06T13:01:37.424Z,319.90316719587287,5333,false,2024,4,6,13,0
73676,2024-11-09T19:05:37.579Z,29.79677898988887,8214,false,2024,11,9,19,0
81052,2024-05-13T14:50:37.207Z,226.04580429519214,4305,false,2024,5,13,14,0
68253,2024-02-03T04:55:03.213Z,462.7402223040134,2430,false,2024,2,3,4,0
78955,2023-02-28T04:10:52.351Z,340.1095501076788,6679,false,2023,2,28,4,1
81371,2023-11-26T21:54:36.834Z,414.8323096588223,7275,false,2023,11,26,21,1
74018,2023-03-29T05:34:22.661Z,246.27355916713447,5031,false,2023,3,29,5,1
18396,2023-09-20T22:59:04.029Z,404.05025728341064,8951,false,2023,9,20,22,1
56196,2024-04-05T04:25:26.782Z,10.321966157837522,7398,false,2024,4,5,4,0
40701,2024-10-16T06:35:29.986Z,11.114087973229292,9181,false,2024,10,16,6,0
52248,2023-07-31T00:27:03.186Z,184.2575167679475,9076,false,2023,7,31,0,1
75100,2024-10-06T06:00:39.161Z,253.96766851516256,1519,false,2024,10,6,6,0
13334,2023-06-02T21:16:01.928Z,343.22303055397265,3778,false,2023,6,2,21,1
55812,2024-12-06T17:20:27.081Z,25.6659707596763,8526,false,2024,12,6,17,0
98448,2024-10-27T18:01:47.837Z,442.19978415817485,5270,false,2024,10,27,18,0
78394,2023-11-03T16:41:05.321Z,297.38805098634066,8604,false,2023,11,3,16,1
10718,2023-06-20T10:35:53.497Z,349.75795773453024,4424,false,2023,6,20,10,1
64964,2023-02-08T00:06:20.793Z,144.68048854201865,4127,false,2023,2,8,0,1
54322,2023-12-25T01:29:44.657Z,52.853639384636104,8167,false,2023,12,25,1,1
59099,2023-07-04T18:00:07.056Z,486.105106764619,3892,false,2023,7,4,18,1
55956,2023-04-28T03:22:06.889Z,12.479951100969528,8658,false,2023,4,28,3,1
16194,2024-07-02T02:56:22.263Z,198.58327514970955,5068,false,2024,7,2,2,0
48901,2023-11-19T09:13:32.648Z,383.8674052198109,1146,false,2023,11,19,9,1
54345,2023-05-13T16:19:59.899Z,40.24754803227006,4707,false,2023,5,13,16,1
34025,2024-05-04T19:42:46.650Z,279.4754260418501,2505,false,2024,5,4,19,0
24385,2024-05-21T08:01:40.435Z,32.86387219613014,5674,false,2024,5,21,8,0
32109,2024-12-02T17:04:54.930Z,44.24530160714119,5586,false,2024,12,2,17,0
55872,2023-03-17T21:11:58.935Z,178.2359640419938,1170,false,2023,3,17,21,1
44066,2024-12-13T22:44:31.427Z,485.39031813376477,2918,false,2024,12,13,22,0
27547,2024-08-23T06:12:15.469Z,480.12754647128224,5630,false,2024,8,23,6,0
61207,2024-01-21T01:07:06.468Z,180.97958772664208,8753,false,2024,1,21,1,0
80329,2023-04-03T17:43:18.602Z,278.2162057049131,5712,false,2023,4,3,17,1
61869,2023-12-20T16:33:35.045Z,405.442696766709,7559,false,2023,12,20,16,1
71734,2024-04-02T13:52:04.144Z,236.21312200394505,8488,false,2024,4,2,13,0
27410,2023-12-09T07:11:42.482Z,266.9960788408433,1779,false,2023,12,9,7,1
11625,2024-02-09T06:38:39.130Z,167.02989331211737,5378,false,2024,2,9,6,0
18693,2023-05-28T00:33:09.127Z,463.0550521832648,9829,false,2023,5,28,0,1
52759,2023-09-02T17:59:42.537Z,478.7578110136939,5221,false,2023,9,2,17,1
93712,2024-01-06T10:46:08.383Z,186.26675062987053,8461,false,2024,1,6,10,0
40375,2024-09-15T01:14:30.538Z,476.86350052122884,1009,false,2024,9,15,1,0
84301,2024-04-13T06:13:33.793Z,42.00149081847535,2066,false,2024,4,13,6,0
82505,2023-08-01T00:41:38.022Z,280.2943849667733,7920,false,2023,8,1,0,1
73251,2023-04-21T18:50:22.657Z,14.608249804621082,7767,false,2023,4,21,18,1
59225,2023-12-24T23:58:16.298Z,65.06032041150456,9897,false,2023,12,24,23,1
24011,2024-05-30T08:34:34.003Z,114.8438540743441,5778,false,2024,5,30,8,0
70451,2024-06-27T01:23:14.118Z,328.82780597812666,2814,false,2024,6,27,1,0
69297,2024-08-30T10:42:40.618Z,496.9495041524428,7602,false,2024,8,30,10,0
18871,2023-03-30T15:20:36.352Z,74.03822523857276,9069,false,2023,3,30,15,1
10082,2023-02-06T00:29:57.622Z,420.4777876592675,1985,false,2023,2,6,0,1
21306,2023-12-04T18:01:25.708Z,37.36880312858031,5507,false,2023,12,4,18,1
90318,2023-06-04T00:20:00.005Z,155.51661241102235,8609,false,2023,6,4,0,1
10208,2024-07-21T14:49:09.506Z,208.37467222533792,2460,false,2024,7,21,14,0
33316,2024-10-21T23:28:36.384Z,445.7069603746961,6629,false,2024,10,21,23,0
94831,2024-10-30T04:40:24.129Z,328.72205322487014,1735,false,2024,10,30,4,0
24301,2024-02-01T02:21:16.751Z,49.120000369449095,8878,false,2024,2,1,2,0
95103,2024-07-14T00:51:43.789Z,283.57146449375574,3870,false,2024,7,14,0,0
98882,2023-06-25T22:24:33.329Z,42.91802191024803,3379,false,2023,6,25,22,1
63253,2023-03-24T11:17:02.933Z,332.6196527224086,5197,false,2023,3,24,11,1
75277,2024-03-05T22:07:22.378Z,445.3767178231787,9165,false,2024,3,5,22,0
40501,2024-08-09T10:54:19.460Z,435.96630446384916,8921,false,2024,8,9,10,0
62698,2023-08-22T02:08:13.319Z,349.4839271241677,6808,false,2023,8,22,2,1
67924,2024-06-01T11:07:38.305Z,437.7870823918321,1675,false,2024,6,1,11,0
52417,2023-06-22T04:37:59.350Z,240.5327591231392,5553,false,2023,6,22,4,1
81458,2024-02-19T05:46:25.212Z,137.00644637209527,4647,false,2024,2,19,5,0
82054,2024-02-22T03:50:41.659Z,136.491265006871,1872,false,2024,2,22,3,0
61004,2023-01-15T09:51:07.584Z,489.344739553224,2436,false,2023,1,15,9,1
16235,2023-03-01T17:41:10.376Z,321.1375063061258,8820,false,2023,3,1,17,1
14469,2024-09-12T05:38:31.249Z,426.05074369267874,3574,false,2024,9,12,5,0
94181,2023-04-06T20:20:21.507Z,470.16566710101125,1738,false,2023,4,6,20,1
68224,2024-12-22T05:42:03.857Z,294.93613274219763,2175,false,2024,12,22,5,0
13257,2024-10-16T13:28:04.933Z,249.5446579654364,7363,false,2024,10,16,13,0
64063,2024-11-22T15:24:05.054Z,156.6847960807193,3059,false,2024,11,22,15,0
89833,2024-02-25T01:27:42.243Z,330.10734700367146,5666,false,2024,2,25,1,0
86359,2023-03-03T18:27:04.151Z,152.79907042252484,7067,false,2023,3,3,18,1
10711,2024-01-09T16:01:01.477Z,92.30681516813374,1803,false,2024,1,9,16,0
